recent-1
FILE 	 HUFFSIZE 	 ORIGINAL SIZE 	 WORDSIZE
1789_04_30_3446.huff 	 8018 	 8520 	 1433
1789_10_03_3447.huff 	 2685 	 2500 	 435
1790_01_08_3448.huff 	 5212 	 5197 	 848
1790_12_08_3449.huff 	 7693 	 8256 	 1400
1790_12_29_3450.huff 	 5867 	 7727 	 1401
1791_10_25_3451.huff 	 10537 	 13669 	 2267
1792_04_05_3452.huff 	 966 	 966 	 156
1792_11_06_3938.huff 	 10758 	 13927 	 2358
1792_12_12_3453.huff 	 1559 	 1122 	 190
1793_03_04_3454.huff 	 1136 	 776 	 136
1793_04_22_3455.huff 	 1621 	 1395 	 237
1793_12_03_3456.huff 	 10398 	 11444 	 1973
1794_08_07_3721.huff 	 6392 	 7626 	 1284
1794_09_25_3458.huff 	 4419 	 3992 	 653
1794_11_19_3459.huff 	 15086 	 17327 	 2927
1795_07_10_3460.huff 	 2162 	 2314 	 382
1795_12_08_3939.huff 	 10642 	 11992 	 1977
1796_03_30_3461.huff 	 4969 	 6261 	 1065
1796_08_29_3941.huff 	 6399 	 8537 	 1602
1796_09_19_3462.huff 	 23274 	 36045 	 6074
1796_12_07_3463.huff 	 13119 	 17030 	 2865
1797_03_04_3445.huff 	 10733 	 13603 	 2322
1797_05_16_3464.huff 	 12905 	 18104 	 3025
1797_11_22_3465.huff 	 9446 	 12172 	 2049
1798_03_23_3942.huff 	 4073 	 3910 	 655
1798_12_08_3466.huff 	 10706 	 13185 	 2218
1799_12_03_3467.huff 	 7739 	 9010 	 1494
1799_12_19_3943.huff 	 6579 	 7302 	 1265
1800_05_21_3944.huff 	 1924 	 1740 	 291
1800_11_22_3468.huff 	 7184 	 8215 	 1374
1801_03_04_3469.huff 	 9120 	 9923 	 1732
1801_07_12_3470.huff 	 6336 	 6877 	 1211
1801_12_08_3471.huff 	 14182 	 19077 	 3235
1802_01_01_3473.huff 	 1777 	 1400 	 234
1802_11_03_3474.huff 	 4661 	 4891 	 914
1802_12_15_3475.huff 	 10271 	 12351 	 2125
1803_01_18_3476.huff 	 7113 	 7605 	 1284
1803_06_20_3477.huff 	 10701 	 13360 	 2345
1803_10_17_3478.huff 	 10946 	 13931 	 2301
1803_12_17_3479.huff 	 5116 	 5859 	 1140
1804_11_08_3480.huff 	 9656 	 12375 	 2100
1805_03_04_3491.huff 	 10541 	 12609 	 2152
1805_12_03_3493.huff 	 12803 	 16679 	 2902
1805_12_06_3492.huff 	 5420 	 5803 	 993
1806_01_10_3494.huff 	 4245 	 4381 	 847
1806_11_27_3722.huff 	 2549 	 2562 	 425
1806_12_02_3495.huff 	 12469 	 16947 	 2881
1806_12_30_3496.huff 	 4788 	 5982 	 1175
1807_01_22_3497.huff 	 10377 	 14464 	 2478
1807_02_10_3498.huff 	 6024 	 6567 	 1143
1807_07_02_3499.huff 	 5755 	 6817 	 1174
1807_10_27_3500.huff 	 11103 	 13939 	 2373
1808_11_08_3501.huff 	 12314 	 16092 	 2710
1809_03_04_3482.huff 	 6976 	 6905 	 1177
1809_04_03_3502.huff 	 2302 	 1863 	 337
1809_05_23_3607.huff 	 6080 	 6514 	 1116
1809_11_29_3608.huff 	 9077 	 10868 	 1832
1810_10_27_3610.huff 	 3627 	 3654 	 624
1810_12_05_3609.huff 	 11626 	 14772 	 2451
1811_02_21_3611.huff 	 2163 	 2062 	 335
1811_11_05_3613.huff 	 10892 	 13690 	 2275
1812_06_01_3614.huff 	 12270 	 17228 	 2851
1812_06_19_3615.huff 	 1935 	 1674 	 289
1812_07_09_3616.huff 	 2213 	 1808 	 311
1812_11_04_3619.huff 	 14883 	 19251 	 3251
1813_03_04_3620.huff 	 6922 	 7055 	 1211
1813_05_25_3621.huff 	 10351 	 12168 	 2111
1813_07_23_3622.huff 	 4777 	 4624 	 799
1813_12_07_3623.huff 	 14274 	 19136 	 3262
1814_09_01_3624.huff 	 4490 	 4141 	 696
1814_09_20_3625.huff 	 10904 	 12363 	 2115
1815_01_30_3626.huff 	 5878 	 7358 	 1281
1815_02_18_3627.huff 	 5136 	 4958 	 829
1815_12_05_3628.huff 	 14086 	 19107 	 3186
1816_12_03_3629.huff 	 14382 	 19976 	 3370
1817_03_03_3630.huff 	 3797 	 4856 	 815
1817_03_04_3483.huff 	 13228 	 19556 	 3379
1817_12_02_3594.huff 	 15908 	 25759 	 4447
1818_11_16_3596.huff 	 16084 	 25970 	 4378
1819_12_07_3597.huff 	 15419 	 27356 	 4711
1820_11_14_3598.huff 	 14068 	 20068 	 3464
1821_03_05_3601.huff 	 16356 	 25884 	 4482
1821_07_04_3484.huff 	 2877 	 2603 	 447
1821_12_03_3602.huff 	 17484 	 33708 	 5858
1822_12_03_3603.huff 	 16762 	 27660 	 4765
1823_12_02_3604.huff 	 21036 	 37578 	 6423
1824_12_07_3606.huff 	 22979 	 48968 	 8444
1825_03_04_3513.huff 	 13058 	 17489 	 2917
1825_12_06_3514.huff 	 28007 	 53039 	 9088
1826_12_05_3515.huff 	 24034 	 45626 	 7848
1827_12_04_3516.huff 	 23976 	 41545 	 7058
1828_12_02_3517.huff 	 23982 	 43365 	 7391
1829_03_04_3485.huff 	 6733 	 6722 	 1128
1829_05_11_3631.huff 	 1944 	 2348 	 402
1829_12_08_3632.huff 	 30940 	 61903 	 10568
1830_10_05_3633.huff 	 2495 	 4812 	 846
1830_12_06_3634.huff 	 36520 	 88827 	 15043
1831_12_06_3635.huff 	 23407 	 42221 	 7211
1832_07_10_3636.huff 	 20031 	 46421 	 8138
1832_12_04_3637.huff 	 25135 	 46153 	 7903
1833_03_04_3639.huff 	 6288 	 6946 	 1176
1833_12_03_3640.huff 	 22819 	 46194 	 7930
1834_12_01_3641.huff 	 34575 	 79060 	 13514
1835_12_07_3642.huff 	 29709 	 63520 	 10864
1836_12_05_3643.huff 	 32008 	 72318 	 12428
1837_03_04_3486.huff 	 17086 	 23066 	 3846
1837_03_04_3644.huff 	 24649 	 47766 	 8254
1837_09_04_3724.huff 	 28507 	 69051 	 11785
1837_12_05_3589.huff 	 31412 	 67914 	 11513
1838_01_05_3725.huff 	 2426 	 2348 	 396
1838_12_03_3591.huff 	 31737 	 68824 	 11558
1839_12_02_3592.huff 	 35010 	 78957 	 13492
1840_12_05_3593.huff 	 28429 	 54157 	 9014
1841_01_02_3726.huff 	 4473 	 5047 	 882
1841_03_04_3548.huff 	 24778 	 48991 	 8465
1841_12_07_3549.huff 	 26914 	 48129 	 8295
1845_03_04_3550.huff 	 17089 	 28267 	 4814
1849_03_05_3551.huff 	 6415 	 6504 	 1091
1850_12_02_3552.huff 	 27513 	 49039 	 8373
1852_07_06_3487.huff 	 20105 	 60149 	 10878
1853_03_04_3553.huff 	 15197 	 19750 	 3342
1853_12_05_3728.huff 	 30883 	 57134 	 9677
1854_01_18_3727.huff 	 1878 	 1619 	 271
1854_10_16_3503.huff 	 33387 	 181760 	 33420
1854_12_04_3729.huff 	 32522 	 60991 	 10213
1855_12_31_3730.huff 	 32847 	 69350 	 11672
1856_12_02_3731.huff 	 30885 	 62898 	 10567
1857_03_04_3554.huff 	 11988 	 16532 	 2836
1857_12_08_3732.huff 	 34289 	 80636 	 13775
1858_06_16_3504.huff 	 11756 	 17778 	 3226
1858_12_06_3733.huff 	 38808 	 96899 	 16505
1859_12_19_3734.huff 	 32694 	 72729 	 12513
1860_02_27_3505.huff 	 15878 	 34825 	 6164
1860_12_03_3735.huff 	 34797 	 82815 	 14150
1861_02_11_3506.huff 	 1221 	 776 	 152
1861_03_04_3507.huff 	 13168 	 41212 	 7272
1861_07_04_3508.huff 	 18866 	 71328 	 12572
1861_12_03_3736.huff 	 24646 	 40806 	 7052
1862_12_01_3737.huff 	 27721 	 48876 	 8550
1863_01_01_3509.huff 	 3403 	 4146 	 711
1863_08_26_3510.huff 	 7604 	 17822 	 3396
1863_11_19_3511.huff 	 1717 	 1421 	 272
1863_12_08_3738.huff 	 23324 	 36487 	 6221
1864_12_06_3739.huff 	 23485 	 34799 	 5997
1865_03_04_3512.huff 	 4392 	 3849 	 705
1865_12_04_3555.huff 	 28632 	 53861 	 9294
1869_03_04_3556.huff 	 6171 	 6379 	 1132
1869_12_06_3740.huff 	 25209 	 45152 	 7777
1870_12_05_3741.huff 	 28952 	 51175 	 8847
1871_12_04_3742.huff 	 22984 	 38083 	 6476
1872_12_02_3743.huff 	 31779 	 60356 	 10410
1873_03_04_3557.huff 	 6888 	 7578 	 1341
1873_12_01_3744.huff 	 31466 	 59270 	 10156
1874_12_07_3745.huff 	 29365 	 57804 	 9889
1875_12_07_3746.huff 	 34394 	 71928 	 12324
1876_12_05_3747.huff 	 23300 	 40126 	 6860
1877_03_05_3558.huff 	 10812 	 14676 	 2494
1877_12_03_3748.huff 	 31765 	 63915 	 10862
1878_12_02_3749.huff 	 27602 	 47668 	 8037
1879_12_01_3750.huff 	 33076 	 69987 	 11801
1880_12_06_3751.huff 	 38707 	 80960 	 13593
1881_03_04_3559.huff 	 13134 	 17494 	 2993
1881_12_06_3560.huff 	 42114 	 80527 	 13710
1882_12_04_3752.huff 	 35109 	 61739 	 10519
1883_12_04_3753.huff 	 31268 	 51361 	 8681
1884_12_01_3754.huff 	 31870 	 54237 	 9112
1885_03_04_3571.huff 	 8625 	 9990 	 1691
1885_12_08_3755.huff 	 51436 	 119104 	 19979
1886_12_06_3756.huff 	 42435 	 91414 	 15374
1887_12_06_3757.huff 	 18610 	 31173 	 5365
1888_12_03_3758.huff 	 41935 	 80055 	 13434
1889_03_04_3561.huff 	 17724 	 25858 	 4407
1889_12_03_3765.huff 	 36915 	 76723 	 13143
1890_12_01_3766.huff 	 34236 	 68497 	 11675
1891_12_09_3767.huff 	 41214 	 95438 	 16536
