recent-300
FILE 	 HUFFSIZE 	 ORIGINAL SIZE 	 WORDSIZE
1861_02_11_3506.huff 	 1453 	 776 	 152
1861_03_04_3507.huff 	 71272 	 41212 	 7272
1861_07_04_3508.huff 	 122446 	 71328 	 12572
1861_12_03_3736.huff 	 70559 	 40806 	 7052
1862_12_01_3737.huff 	 87252 	 48876 	 8550
1863_01_01_3509.huff 	 7130 	 4146 	 711
1863_08_26_3510.huff 	 32968 	 17822 	 3396
1863_11_19_3511.huff 	 2573 	 1421 	 272
1863_12_08_3738.huff 	 63182 	 36487 	 6221
1864_12_06_3739.huff 	 61147 	 34799 	 5997
1865_03_04_3512.huff 	 7045 	 3849 	 705
1865_12_04_3555.huff 	 89933 	 53861 	 9294
1869_03_04_3556.huff 	 11054 	 6379 	 1132
1869_12_06_3740.huff 	 77096 	 45152 	 7777
1870_12_05_3741.huff 	 88878 	 51175 	 8847
1871_12_04_3742.huff 	 64068 	 38083 	 6476
1872_12_02_3743.huff 	 106434 	 60356 	 10410
1873_03_04_3557.huff 	 12890 	 7578 	 1341
1873_12_01_3744.huff 	 102461 	 59270 	 10156
1874_12_07_3745.huff 	 98197 	 57804 	 9889
1875_12_07_3746.huff 	 123095 	 71928 	 12324
1876_12_05_3747.huff 	 68140 	 40126 	 6860
1877_03_05_3558.huff 	 23985 	 14676 	 2494
1877_12_03_3748.huff 	 107843 	 63915 	 10862
1878_12_02_3749.huff 	 80857 	 47668 	 8037
1879_12_01_3750.huff 	 117719 	 69987 	 11801
1880_12_06_3751.huff 	 136716 	 80960 	 13593
1881_03_04_3559.huff 	 29199 	 17494 	 2993
1881_12_06_3560.huff 	 141998 	 80527 	 13710
1882_12_04_3752.huff 	 108927 	 61739 	 10519
1883_12_04_3753.huff 	 91139 	 51361 	 8681
1884_12_01_3754.huff 	 93884 	 54237 	 9112
1885_03_04_3571.huff 	 16325 	 9990 	 1691
1885_12_08_3755.huff 	 202543 	 119104 	 19979
1886_12_06_3756.huff 	 155592 	 91414 	 15374
1887_12_06_3757.huff 	 54345 	 31173 	 5365
1888_12_03_3758.huff 	 137345 	 80055 	 13434
1889_03_04_3561.huff 	 43800 	 25858 	 4407
1889_12_03_3765.huff 	 131109 	 76723 	 13143
1890_12_01_3766.huff 	 117960 	 68497 	 11675
1891_12_09_3767.huff 	 164887 	 95438 	 16536
1892_12_06_3768.huff 	 144210 	 80454 	 14111
1893_03_04_3572.huff 	 20451 	 12214 	 2028
1893_08_08_3759.huff 	 21280 	 12221 	 2104
1893_12_04_3760.huff 	 132980 	 75480 	 12681
1894_12_03_3762.huff 	 170570 	 96239 	 16370
1895_12_02_3763.huff 	 153253 	 88452 	 14868
1896_12_07_3764.huff 	 164644 	 93353 	 15901
1897_03_04_3562.huff 	 38823 	 23247 	 3977
1897_12_06_3769.huff 	 121949 	 71532 	 12225
1898_12_05_3770.huff 	 212044 	 121684 	 20533
1899_12_05_3771.huff 	 233104 	 137444 	 23065
1900_12_03_3772.huff 	 199520 	 116387 	 19479
1901_03_04_3563.huff 	 21793 	 13190 	 2225
1901_12_03_3773.huff 	 195723 	 113948 	 19736
1902_12_02_3774.huff 	 97932 	 56737 	 9838
1903_12_07_3775.huff 	 151630 	 88561 	 15059
1904_12_06_3776.huff 	 175032 	 102379 	 17559
1905_03_04_3564.huff 	 9429 	 5471 	 991
1905_12_05_3777.huff 	 249271 	 145178 	 25168
1906_12_03_3778.huff 	 235289 	 135848 	 23725
1907_12_03_3779.huff 	 273978 	 159425 	 27581
1908_12_09_3780.huff 	 195597 	 113651 	 19565
1909_03_04_3565.huff 	 52876 	 31728 	 5442
1909_11_17_3781.huff 	 77943 	 43497 	 7878
1909_12_07_3782.huff 	 137604 	 83523 	 13985
1910_12_06_3783.huff 	 283755 	 165510 	 28272
1911_01_26_3784.huff 	 23344 	 13874 	 2294
1911_12_05_3785.huff 	 240092 	 141324 	 23994
1912_12_03_3786.huff 	 252003 	 150971 	 25409
1913_03_04_3566.huff 	 16701 	 9371 	 1712
1913_07_04_3787.huff 	 12366 	 6716 	 1267
1913_10_25_3788.huff 	 18924 	 10553 	 1956
1913_12_02_3789.huff 	 34219 	 20203 	 3567
1914_01_20_3790.huff 	 24699 	 14764 	 2523
1914_08_20_3791.huff 	 6076 	 3517 	 632
1914_10_20_3792.huff 	 10150 	 5704 	 1078
1914_12_08_3793.huff 	 43090 	 24912 	 4548
1915_12_07_3794.huff 	 76175 	 44028 	 7772
1916_09_02_3795.huff 	 53498 	 31612 	 5537
1916_12_05_3796.huff 	 20734 	 12584 	 2127
1917_01_22_3797.huff 	 25397 	 14958 	 2685
1917_03_05_3567.huff 	 14280 	 8248 	 1531
1917_04_02_4722.huff 	 35558 	 20662 	 3679
1917_04_06_3798.huff 	 15343 	 8770 	 1541
1917_12_04_3799.huff 	 37598 	 21693 	 3935
1918_12_02_3801.huff 	 53238 	 30929 	 5495
1919_12_02_3802.huff 	 46749 	 28090 	 4773
1920_12_07_3803.huff 	 26540 	 15879 	 2744
1921_03_04_3568.huff 	 33839 	 19866 	 3346
1921_12_06_3804.huff 	 56704 	 33673 	 5652
1922_12_08_3805.huff 	 58423 	 34829 	 5786
1923_12_06_3806.huff 	 67141 	 40357 	 6746
1924_12_03_3807.huff 	 69005 	 41883 	 7019
1925_03_04_3569.huff 	 39232 	 23540 	 4057
1925_12_08_3808.huff 	 108831 	 65151 	 10958
1926_12_07_3809.huff 	 103536 	 61672 	 10407
1927_08_10_3810.huff 	 10094 	 6136 	 1044
1927_12_06_3811.huff 	 89452 	 53186 	 8880
1928_10_22_6000.huff 	 60028 	 36485 	 6211
1928_12_04_3812.huff 	 83151 	 49225 	 8168
1929_03_04_3570.huff 	 36111 	 22593 	 3766
1929_07_24_3813.huff 	 11027 	 6529 	 1100
1933_03_04_3280.huff 	 18561 	 10793 	 1901
1933_03_12_3298.huff 	 17284 	 9868 	 1797
1933_05_07_3299.huff 	 28641 	 16903 	 2971
1933_07_24_3300.huff 	 28629 	 16411 	 2971
1933_10_22_3301.huff 	 26323 	 14915 	 2720
1934_06_28_3302.huff 	 24508 	 14532 	 2531
1934_09_30_3303.huff 	 31186 	 18648 	 3163
1935_04_28_3304.huff 	 29836 	 17888 	 3096
1936_06_27_3305.huff 	 19368 	 11307 	 2015
1936_09_06_3306.huff 	 31642 	 18203 	 3207
1936_10_31_3307.huff 	 23912 	 13653 	 2468
1937_01_20_3308.huff 	 17744 	 10372 	 1825
1937_03_09_3309.huff 	 39228 	 22920 	 4066
1937_10_05_3310.huff 	 18195 	 10818 	 1864
1937_10_12_3311.huff 	 31531 	 18377 	 3271
1937_11_14_3312.huff 	 15654 	 9290 	 1634
1938_04_14_3313.huff 	 43836 	 25830 	 4599
1938_06_24_3314.huff 	 34474 	 20302 	 3533
1938_07_08_3573.huff 	 14482 	 8211 	 1446
1939_09_03_3315.huff 	 11387 	 6699 	 1241
1940_05_26_3316.huff 	 37437 	 21263 	 3871
1940_06_10_3317.huff 	 18338 	 11016 	 1970
1940_07_19_3318.huff 	 33804 	 19715 	 3544
1940_12_29_3319.huff 	 38606 	 22208 	 4041
1941_01_06_3320.huff 	 31932 	 18840 	 3330
1941_01_20_3321.huff 	 12734 	 7368 	 1362
1941_03_15_3322.huff 	 29037 	 16647 	 3031
1941_05_27_3814.huff 	 45650 	 26288 	 4620
1941_09_11_3323.huff 	 30392 	 17146 	 3065
1941_12_08_3324.huff 	 5178 	 3075 	 518
1941_12_09_3325.huff 	 29261 	 16543 	 3023
1941_12_11_3815.huff 	 1288 	 817 	 139
1942_02_23_3326.huff 	 42063 	 23646 	 4251
1942_04_28_3327.huff 	 38590 	 21408 	 3868
1942_09_07_3328.huff 	 30702 	 17350 	 3180
1942_10_12_3329.huff 	 33311 	 19085 	 3483
1943_01_07_3816.huff 	 44724 	 25610 	 4625
1943_05_02_3330.huff 	 23574 	 13529 	 2465
1943_07_28_3331.huff 	 33792 	 19271 	 3468
1943_09_08_3332.huff 	 13908 	 7822 	 1466
1943_12_01_3817.huff 	 3280 	 1986 	 351
1943_12_24_3333.huff 	 32647 	 18778 	 3397
1944_01_11_3955.huff 	 33089 	 19341 	 3469
