recent-1
FILE 	 HUFFSIZE 	 ORIGINAL SIZE 	 WORDSIZE
1789_04_30_3446.huff 	 15906 	 8520 	 1433
1789_10_03_3447.huff 	 4770 	 2500 	 435
1790_01_08_3448.huff 	 9383 	 5197 	 848
1790_12_08_3449.huff 	 15326 	 8256 	 1400
1790_12_29_3450.huff 	 15193 	 7727 	 1401
1791_10_25_3451.huff 	 24254 	 13669 	 2267
1792_04_05_3452.huff 	 1725 	 966 	 156
1792_11_06_3938.huff 	 25349 	 13927 	 2358
1792_12_12_3453.huff 	 2164 	 1122 	 190
1793_03_04_3454.huff 	 1529 	 776 	 136
1793_04_22_3455.huff 	 2667 	 1395 	 237
1793_12_03_3456.huff 	 21367 	 11444 	 1973
1794_08_07_3721.huff 	 13979 	 7626 	 1284
1794_09_25_3458.huff 	 7341 	 3992 	 653
1794_11_19_3459.huff 	 31643 	 17327 	 2927
1795_07_10_3460.huff 	 4351 	 2314 	 382
1795_12_08_3939.huff 	 21609 	 11992 	 1977
1796_03_30_3461.huff 	 11501 	 6261 	 1065
1796_08_29_3941.huff 	 17327 	 8537 	 1602
1796_09_19_3462.huff 	 64445 	 36045 	 6074
1796_12_07_3463.huff 	 30804 	 17030 	 2865
1797_03_04_3445.huff 	 25273 	 13603 	 2322
1797_05_16_3464.huff 	 32445 	 18104 	 3025
1797_11_22_3465.huff 	 22134 	 12172 	 2049
1798_03_23_3942.huff 	 7265 	 3910 	 655
1798_12_08_3466.huff 	 23783 	 13185 	 2218
1799_12_03_3467.huff 	 16272 	 9010 	 1494
1799_12_19_3943.huff 	 14138 	 7302 	 1265
1800_05_21_3944.huff 	 3287 	 1740 	 291
1800_11_22_3468.huff 	 15065 	 8215 	 1374
1801_03_04_3469.huff 	 18973 	 9923 	 1732
1801_07_12_3470.huff 	 13420 	 6877 	 1211
1801_12_08_3471.huff 	 35058 	 19077 	 3235
1802_01_01_3473.huff 	 2680 	 1400 	 234
1802_11_03_3474.huff 	 10004 	 4891 	 914
1802_12_15_3475.huff 	 23301 	 12351 	 2125
1803_01_18_3476.huff 	 14195 	 7605 	 1284
1803_06_20_3477.huff 	 25425 	 13360 	 2345
1803_10_17_3478.huff 	 25052 	 13931 	 2301
